Id,Выходные данные,Тем. Отдел,Автор,Другие авторы,Заглавие,Год,Иллюстратор,Иллюстрации,Стр.,Место издания,Издательство,Переиздания,Примечания
267.0,"Сеткова А.П., Архангельские китоловы : Повесть А. Сетковой (Катенкамп). - 8-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, на средства Изд. о-ва, 1904. - 76 с. : ил. ; 17 см. - (Народные чтения)",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Архангельские китоловы : Повесть,1904.0,,ил. ,76 с.,Санкт-Петербург ," Постоян. комис. нар. чтений, на средства Изд. о-ва, ",8-е изд.,На обл. авт. не указан
268.0,"Соловьев В. С., Грех Ивана Ивановича : Рассказ Всеволода Соловьева. - Санкт-Петербург : Постоян. комис. нар. чтений, 1900. - 26 с. ; 19 см. - (Народные чтения)",Беллетристика,"Соловьев, Всеволод Сергеевич (писатель , 1849-1903) ",,Грех Ивана Ивановича : Рассказ ,1900.0,,,26 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
269.0,"Корольков Н.Ф., Валаамская обитель / Сост. Н.Ф. Корольков; Под ред. Н.А. Майкова. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1912. - 44 с. : ил",Духовное просвещение,"Корольков, Николай Федорович",Редактор - Майков Н.А.,Валаамская обитель,1912.0,,,44 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,На обл. номер изд.: № 33
270.0,"Смирнов А. П., Быт и нравы киргизов / Сост. А.П. Смирнов. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1897. - 27 с. ; 18 см",География и путешествия,"Смирнов, Александр Платонович (1854-1900) ",,Быт и нравы киргизов,1897.0,,,27 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,Детский писатель. На обл. авт. не указан; загл.: Киргизы
271.0,"Иван Сергеевич Тургенев : [Биография] / Под ред. Вс.С. Соловьева. - Санкт-Петербург : Постоян. комис. нар. чтений, 1900. - 43 с., 1 портр. ; 19 см. - (Народные чтения)",Биография лит,,Редактор - Соловьев Вс. С.,Иван Сергеевич Тургенев : Биография,1900.0,,1 ил. портрет,43 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
272.0,"Христофор Колумб : [Биогр. очерк]. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1895. - 31 с. ; 18 см",Биография,,,Христофор Колумб : Биогр. очерк,1895.0,,,31 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,
273.0,"Сеткова А.П., Старик Никита и его три дочери : [Рассказ] / [Соч.] А. Сетковой (Катенкамп). - 2-е изд. - Санкт-Петербург : на средства Изд. о-ва Постоян. комис. по устройству нар. чтений, 1889. - 46 с., 1 л. ил. ; 18 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Старик Никита и его три дочери : Рассказ,1889.0,,1 ил.,46 с.,Санкт-Петербург ,На средства Изд. о-ва Постоян. комис. по устройству нар. чтений,2-е изд.,
274.0,"Сеткова А.П., Лучшая месть : Рассказ [Сетковой (Катенкамп)]. - Санкт-Петербург : на средства Изд. о-ва Постоян. комис. по устройству нар. чтений, 1884. - 45 с. : ил. ; 16 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Лучшая месть : Рассказ,1884.0,,ил. ,45 с.,Санкт-Петербург ,На средства Изд. о-ва Постоян. комис. по устройству нар. чтений,,
275.0,"Опатович С.И., Уничижение на земле господа нашего Иисуса Христа / [Соч.] прот. Стефана Опатовича. - 6-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1907. - 32 с. : ил. ; 21 см",Духовное просвещение,"Опатович, Стефан Иванович (1831-1892)",,Уничижение на земле господа нашего Иисуса Христа,1907.0,,ил. ,32 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,6-е изд.,На обл. номер изд. № 1
276.0,"Толстой Л. Н., Хозяин и работник : Рассказ : (Приспособлен для нар. чтений) : С портр. и рис / Гр. Л.Н. Толстой. - 3-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1914. - 64 с. : портр. ; 18 см",Беллетристика,"Толстой, Лев Николаевич (1828-1910) ",,Хозяин и работник : Рассказ,1914.0,,1 ил. портрет,64 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,3-е изд.,На обл. номер: № 211
277.0,"Румыния : [Попул. очерк]. - Петроград : Постоян. комис. нар. чтений, 1917. - 20 с. ; 18 см. - (Народные чтения ; № 324)",География и путешествия,,,Румыния : Попул. очерк,1917.0,,,20 с.,Петроград,Постоян. комис. нар. чтений ,,
278.0,"Корольков Н.Ф., Новгород Великий : С прил. ""Краткого путеводителя по святыням и достопримечательностям Новгорода"" / Сост. Н.Ф. Корольков; Под ред. В.В. Федорова. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1917. - 95 с. ; 18 см",География и путешествия,"Корольков, Николай Федорович","Редактор - Федоров В.В., Составитель - Корольков Н.Ф.","Новгород Великий : С прил. ""Краткого путеводителя по святыням и достопримечательностям Новгорода""",1917.0,,,95 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,На обл. номер изд.: № 42
279.0,"Петров И.И., О смутном времени на Руси : Два чтения: 1. Убиение царевича Димитрия и что последовало за кончиной царя Феодора Иоанновича. 2. Народное ополчение на защиту отечества и как русские люди выбрали царем Михаила Феодоровича Романова / Изложил И.И. Петров. - 9-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1909. - 76 с. : ил. ; 18 см. - (Чтение для народа)",История,"Петров, Иван Иванович (1861-)",,О смутном времени на Руси : Два чтения: 1. Убиение царевича Димитрия и что последовало за кончиной царя Феодора Иоанновича. 2. Народное ополчение на защиту отечества и как русские люди выбрали царем Михаила Феодоровича Романова,1909.0,,ил. ,76 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,9-е изд.,Загл. обл.: Смутное время на Руси
280.0,"Как люди научились летать / Под ред. инж.-техн. Л.К. Лейхмана. - Санкт-Петербург : Постоян. комис. нар. чтений, 1910. - 68 с. : ил. ; 18 см",Естествознание,,Редактор - Лейхман Л. К. инж.-техн.,Как люди научились летать,1910.0,,ил. ,68 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
281.0,"Царствование императора Александра Третьего : (Царь-миротворец) : [Ист. очерк] : С портр. государя имп. Александра III. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1911. - 26 с. : портр",История,,,Царствование императора Александра Третьего : (Царь-миротворец) : Ист. очерк : С портр. государя имп. Александра III,1911.0,,,26 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,На обл.: № 66
282.0,"Алмазов Б.Н., Отшельник : (Алексий человек божий) : [Стихотворение] Бориса Алмазова. - 3-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1901. - 24 с. ; 18 см",Беллетристика,"Алмазов, Борис Николаевич (1827-1876)",,Отшельник : (Алексий человек божий) : Стихотворение Бориса Алмазова,1901.0,,,24 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд.,
283.0,"Хрущов И.П., Сыновья св. Владимира: св. Борис и Глеб, Ярослав : С хромолит. изобр. убиения св. князя Глеба / Сост. И.П. Хрущевым. - [2-е изд.]. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1894. - 24 с. ; 18 см",Духовное просвещение,"Хрущов, Иван Петрович (1841-1904)",,"Сыновья св. Владимира: св. Борис и Глеб, Ярослав",1894.0,,С хромолит. изобр. убиения св. князя Глеба,24 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,На обл. автор не указан
284.0,"Желобовский А.И., Святые Кирилл и Мефодий, просветители славян : С изображением / Сост. А.И. Желобовский. - 3-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1907. - 40 с. : ил. ; 18 см. - (Народные чтения ; № 11)",Духовное просвещение,"Желобовский, Александр Иванович (1861-)",,"Святые Кирилл и Мефодий, просветители славян ",1907.0,,ил. ,40 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд.,На обл. авт. не указан
285.0,"Карский Е.Ф., Православные святыни города Вильны / [Соч.] Е.Ф. Карского. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1899. - 44 с. ; 18 см",Духовное просвещение,"Карский, Евфимий Федорович (1860/61-1931)",,Православные святыни города Вильны,1899.0,,,44 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,Загл. обл.: Святыни города Вильны
286.0,"Гориневский В.В., О холере : Нар. чтение : С 7 рис / [Соч.] Д-ра В.В. Гориневского. - [5-е изд., пересмотр. и доп.]. 58-65-я тыс. - Санкт-Петербург : Постоян. комис. нар. чтений, 1908. - 54 с. : ил., портр. ; 18 см",Медицина,"Гориневский, Валентин Владиславович (1857-1937)",,О холере,1908.0,,7 ил. портрет,54 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,5-е изд. 58-65-я тыс.,На обл. номер изд.: № 214
287.0,"Корольков Н.Ф., Валаамская обитель / Сост. Н.Ф. Корольков; Под ред. Н.А. Майкова. - Санкт-Петербург : Постоян. комис. нар. чтений, 1903. - 42 с., 1 л. фронт. (ил.)",Духовное просвещение,"Корольков, Николай Федорович",Редактор - Майков Н.А.,Валаамская обитель,1903.0,,,42 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
288.0,"Перфильев М.О., Беседы о здоровьи и о болезнях / [Соч.] Д-ра М.О. Перфильева. - 3-е изд. Книжка 1-2. - Санкт-Петербург : на средства Изд. о-ва при Постоян. комис. по устройству нар. чтений, 1892-1894. - 2 т. ; 19 см",Медицина,"Перфильев, Михаил Осипович (1849-1906)",,Беседы о здоровьи и о болезнях,1892-1894,,,2 т.,Санкт-Петербург ,На средства Изд. о-ва при Постоян. комис. по устройству нар. чтений,3-е изд.,
289.0,"Козлов П.К., Аскания-Нова (Чапли) : Первые опыты акклиматизации животных в России / Сост. П.К. Козлов. - Петроград : Постоян. комис. нар. чтений, 1915. - 43 с., 18 ил. ; 24 см. - (Постоянная комиссия народных чтений ; № 309)",Естествознание,"Козлов, Петр Кузьмич (1863-1935)",,Аскания-Нова (Чапли) : Первые опыты акклиматизации животных в России,1915.0,,18 ил. ,43 с.,Петроград,Постоян. комис. нар. чтений ,,
290.0,"Де Амичис Э., Маленькие герои / Эдмондо де-Амичис; Пер. с итал. Е.М. Милич С 8 ориг. рис. худож. Н.М. Кабанова. - Санкт-Петербург : Постоян. комис. нар. чтений, 1913. - 79 с. : ил. ; 24 см",Беллетристика,"Де Амичис, Эдмондо (1846-1908) ","Переводчик - Милич, Е.М., ",Маленькие герои,1913.0,"Иллюстратор - Кабанов, Николай Михайлович (1877-1942)",ил. ,79 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
291.0,"Алексей Степанович Хомяков : [Биогр. очерк] : С портр / Под ред. прот. А.А. Дернова. - Санкт-Петербург : Постоян. комис. нар. чтений, 1904. - 29 с., 1 л. фронт. (портр.) ; 18 см. - (Народные чтения)",Биография лит,,Редактор - прот. Дернов А.А.,Алексей Степанович Хомяков : Биогр. очерк ,1904.0,,1 ил. портрет,29 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
292.0,"Хрущов И.П., Богомольцы у святынь Киева, Лавра. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1884. - 74 с., 2 л. цв. ил. ; 16 см. - (Народные чтения ; № 25)",Духовное просвещение,"Хрущов, Иван Петрович (1841-1904)","Соавтор - Хрущова, Вера","Богомольцы у святынь Киева, Лавра",1884.0,,2 ил. цвет.,74 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,Авт. установлен по 4-му изд. кн.; авт. изд. 4-5: Хрущовы В. и И.
293.0,"Майков Н.А., Наташа свиноводка : Как завести в крестьян. хоз-ве доход., улучш. свиноводство / Н.А. Майков. - Санкт-Петербург : Постоян. комис. нар. чтений, 1908. - 32 с. ; 18 см",Общественное устройство,"Майков, Николай Аполлонович (1853-)",,"Наташа свиноводка : Как завести в крестьян. хоз-ве доход., улучш. свиноводство",1908.0,,,32 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл. перед загл.: Богатей
294.0,"Смирнов А. П., Пожарный : (Рассказ) / [Соч.] А.П. Смирнова. - 5-е изд. - Санкт-Петербург : На средства Изд. о-ва при учрежд. министром нар. прос. Постоян. комис. по устройству нар. чтений, 1904. - 40 с., 1 л. фронт. (ил.) ; 18 см. - (Народные чтения ; № 197)",Беллетристика,"Смирнов, Александр Платонович (1854-1900) ",,Пожарный : Рассказ,1904.0,,1 ил.,40 с.,Санкт-Петербург ," На средства Изд. о-ва при учрежд. министром нар. прос. Постоян. комис. по устройству нар. чтений, ",5-е изд.,Детский писатель. 
295.0,"Демчинский Н.А., О грядковой культуре хлебов : Два чтения / Н.А. Демчинский. - 2-е изд., доп. - Санкт-Петербург : Постоян. комис. нар. чтений, 1908. - 29 с. : ил. ; 24 см. - (Постоянная комиссия народных чтений ; № 258)",Общественное устройство,"Демчинский, Николай Александрович (1851-1914/15)",,О грядковой культуре хлебов : Два чтения,1908.0,,ил. ,29 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,Изд. также под загл.: Популярные лекции по грядковой культуре хлебов
296.0,"Алмазов Б.Н., Отшельник : (Св. Алексий человек божий) : Выдержки из стихотворения Б. Алмазова / Под ред. прот. А.А. Дернова. - 41-50 тыс. - Санкт-Петербург : Постоян. комис. нар. чтений М.Н.П., 1911. - 22 с. ; 17 см",Беллетристика,"Алмазов, Борис Николаевич (1827-1876)",Редактор - Дернов А.А.,Отшельник : (Св. Алексий человек божий) : Выдержки из стихотворения Б. Алмазова,1911.0,,,22 с.,Санкт-Петербург ," Постоян. комис. нар. чтений М.Н.П., ",41-50 тыс.,На обл. номер изд.: № 17
297.0,"Масальский В.И., ... Как из семечка вырастает растение и как оно питается / [Соч.] Кн. В. Масальского. - 5-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1914. - 30, [1] с., 14 ил. ; 18 см. - (Из жизни растений)",Естествознание,"Масальский, Владислав Иванович (1859-)",,Как из семечка вырастает растение и как оно питается,1914.0,,14 ил.,"30, [1] с.",Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,5-е изд.,На обл. номер изд.: № 217
298.0,"Азбелев И.П., Об Индии и индусах / [Соч.] И.П. Азбелева; Под ред. А.В. Чеботарева. - 5-е изд. - Петроград : Постоян. комис. по устройству нар. чтений, 1915. - 36 с. ; 18 см",География и путешествия,"Азбелев, Иван Павлович (1862-1931)",Редактор - Чеботарев А.В.,Об Индии и индусах,1915.0,,,36 с.,Петроград,Постоян. комис. по устройству нар. чтений,5-е изд.,На обл.: № 72
299.0,"Попов М.С., Турки и балканские славяне / Сост. М. Попов. - Санкт-Петербург : Постоян. комис. нар. чтений, 1913. - 50 с. ; 19 см",География и путешествия,"Попов, Михаил Степанович",,Турки и балканские славяне,1913.0,,,50 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
300.0,"Жданов Л.Г., Великий Сибирский путь : С карт. в красках / [Соч.] Льва Жданова. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1914. - 34 с., 1 л. карт. ; 18 см",География и путешествия,"Жданов, Лев Григорьевич (1864-1951) ",,Великий Сибирский путь : С карт. в красках,1914.0,,1 ил. карта ,34 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,На обл. номер: № 111
301.0,"Путинцев А.М., Иван Саввич Никитин / Сост. А. Путинцев. - [Санкт-Петербург] : Постоян. комис. нар. чтений, [1909?]. - 40 с. ; 18 см",Биография лит,"Путинцев, Алексей Михайлович (1880-1937)",,Иван Саввич Никитин : Биографический очерк,1909.0,,,40 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 148
302.0,"Азбелев И.П., Об Индии и индусах. - 3-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1898. - 34 с. ; 18 см",География и путешествия,"Азбелев, Иван Павлович (1862-1931)",,Об Индии и индусах,1898.0,,,34 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд.,Авт. установлен по 2-му изд. 1895 г.
303.0,"Смирнов А. П., Пожарный : (Рассказ) / [Соч.] А.П. Смирнова. - 3-е изд. - Санкт-Петербург : На средства Изд. о-ва при учрежд. министром нар. прос. Постоян. комис. по устройству нар. чтений, 1896. - 40 с., 1 л. фронт. (ил.) ; 18 см",Беллетристика,"Смирнов, Александр Платонович (1854-1900) ",,Пожарный : Рассказ,1896.0,,1 ил.,40 с.,Санкт-Петербург ," На средства Изд. о-ва при учрежд. министром нар. прос. Постоян. комис. по устройству нар. чтений, ",3-е изд.,Детский писатель. 
304.0,"Хрущов И.П., Сыновья св. Владимира: св. Борис и Глеб, Ярослав : С хромолит. изобр. убиения св. князя Глеба / Сост. И.П. Хрущевым. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1885. - 26 с., 1 л. цв. ил. ; 18 см",Духовное просвещение,"Хрущов, Иван Петрович (1841-1904)",,"Сыновья св. Владимира: св. Борис и Глеб, Ярослав",1885.0,,1 ил. цвет. С хромолит. изобр. убиения св. князя Глеба,26 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,На обл. автор не указан
305.0,"Смирнов А. П., Пожарный : (Рассказ) / [Соч.] А.П. Смирнова. - 2-е изд. - Санкт-Петербург : На средства Изд. о-ва при учрежд. министром нар. прос. Постоян. комис. по устройству нар. чтений, 1893. - 40 с., 1 л. фронт. (ил.) ; 18 см",Беллетристика,"Смирнов, Александр Платонович (1854-1900) ",,Пожарный : Рассказ,1893.0,,1 ил.,40 с.,Санкт-Петербург ," На средства Изд. о-ва при учрежд. министром нар. прос. Постоян. комис. по устройству нар. чтений, ",2-е изд.,Детский писатель. 
306.0,"Хрущов И.П., Святый благоверный великий князь Александр Невский : С изобр. св. Александра, рис. проф. Ф.Г. Солнцевым / [Соч.] И.П. Хрущова. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1887. - 32 с., 1 л. ил. ; 18 см",Биография,"Хрущов, Иван Петрович (1841-1904)",,Святый благоверный великий князь Александр Невский ,1887.0,"Иллюстратор - Солнцев, Ф.Г. ",1 ил.,32 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,
307.0,"Сеткова А.П., Старик Никита и его три дочери : [Рассказ] / [Соч.] А. Сетковой (Катенкамп). - Санкт-Петербург : на средства Изд. о-ва Постоян. комис. по устройству нар. чтений, 1885. - 51 с., 1 л. ил. ; 18 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Старик Никита и его три дочери : Рассказ,1885.0,,1 ил.,51 с.,Санкт-Петербург ,На средства Изд. о-ва Постоян. комис. по устройству нар. чтений,,"На обл. 5-го, 6-го и 8-го изд. авт. не указан"
308.0,"Христофор Колумб : [Биогр. очерк]. - 3-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1899. - 31 с. ; 18 см",Биография,,,Христофор Колумб : Биогр. очерк,1899.0,,,31 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд.,
309.0,"Олонецкий край : [Очерк]. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1893. - 40 с. ; 18 см. - (Народные чтения)",География и путешествия,,,Олонецкий край : Очерк,1893.0,,,40 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
310.0,"Италия / Под ред. Вс.С. Соловьева. - Санкт-Петербург : Постоян. комис. нар. чтений, 1901. - 33 с. ; 18 см. - (Народные чтения)",География и путешествия,,Редактор - Соловьев Вс. С.,Италия,1901.0,,,33 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
311.0,"Нефтяные богатства Америки и России. - Санкт-Петербург : Постоян. комис. нар. чтений, 1900. - 32 с. ; 18 см. - (Народные чтения)",География и путешествия,,,Нефтяные богатства Америки и России,1900.0,,,32 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
312.0,"Святая Нина, просветительница Грузии. - Санкт-Петербург : Постоян. комис. нар. чтений, 1900. - 26 с. - (Народные чтения)",Духовное просвещение,,,"Святая Нина, просветительница Грузии",1900.0,,,26 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
313.0,"Титов А.А., Ростов Великий и его святыни : С изображением Ростовского кремля / Сост. А.А. Титов. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1895. - 68 с., 1 л. фронт. (ил.) ; 18 см",География и путешествия,"Титов, Андрей Александрович (1844-1911)",,Ростов Великий и его святыни : С изображением Ростовского кремля,1895.0,,1 ил.,68 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
314.0,"Андреянов М.А., Франция : Ист. очерк с эпохи гальских поселений до послед. времени / М.А. Андреянов. - Санкт-Петербург : Постоян. комис. нар. чтений, 1910. - 82 с., 24 ил., портр. ; 24 см",История,"Андреянов, Михаил Александрович (1850-)",,Франция : Ист. очерк с эпохи гальских поселений до послед. времени,1910.0,,24 ил. портрет,82 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
315.0,"Опатович С.И., Уничижение на земле господа нашего Иисуса Христа / [Соч.] прот. Стефана Опатовича. - 5-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1903. - 32 с., 1 л. ил. ; 21 см",Духовное просвещение,"Опатович, Стефан Иванович (1831-1892)",,Уничижение на земле господа нашего Иисуса Христа,1903.0,,1 ил.,32 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,5-е изд.,В 1 изд. на обл.: Народные чтения
316.0,"Елачич Е.А., ... Три очерка из жизни природы : С 17 рис. в тексте / Евгений Елачич. - 2-е изд. - Петроград : Постоян. комис. нар. чтений, 1915. - 46 с. : ил. ; 24 см",Естествознание,"Елачич, Евгений Александрович (1880-1945)",,Три очерка из жизни природы,1915.0,,17 ил. ,46 с.,Петроград,Постоян. комис. нар. чтений ,2-е изд.,
317.0,"Исправихин : (Рассказ из крестьян. жизни). - Санкт-Петербург : Постоян. комис. нар. чтений, 1914. - 28 с. : ил. ; 18 см",Беллетристика,Крестьянин,,Исправихин : Рассказ из крестьян. жизни,1914.0,,ил. ,28 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 302
318.0,"Гориневский В.В., О холере : Нар. чтение д-ра В.В. Гориневского. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1893. - 35 с. : ил. ; 18 см",Медицина,"Гориневский, Валентин Владиславович (1857-1937)",,О холере,1893.0,,ил. ,35 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
319.0,"Хрущов И.П., О рукописном деле и книгопечатании на Руси : Чтение И.П. Хрущова : С 2 рис. в тексте. - 2-е изд. 13-15 тыс. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1907. - 36 с. : ил. ; 19 см",История,"Хрущов, Иван Петрович (1841-1904)",,О рукописном деле и книгопечатании на Руси,1907.0,,2 ил. ,36 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд. 13-15 тыс.,На обл. номер изд.: N 70
320.0,"О жизни и деяниях императора Александра II : Два чтения. - 6-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1905. - 87 с. : портр. ; 18 см",Биография,,,О жизни и деяниях императора Александра II : Два чтения,1905.0,,1 ил. портрет,87 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,6-е изд.,"На обл. надзаг.: ""Народные чтения"""
321.0,"Хрущов И.П., Богомольцы у святынь Киева : Старый Киев : С точн. изобр. пресвятой Богородицы ""Нерушимая стена"", исполн. красками и золотом / [Соч.] И.П. Хрущова. - 4-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1898. - 38 с., 1 л. ил",Духовное просвещение,"Хрущов, Иван Петрович (1841-1904)",,"Богомольцы у святынь Киева : Старый Киев : С точн. изобр. пресвятой Богородицы ""Нерушимая стена"", исполн. красками и золотом",1898.0,,,38 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,4-е изд.,
322.0,"Царствование Алексея Михайловича : [Исторический очерк]. - 6-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1911. - 35 с. ; 18 см",История,,,Царствование Алексея Михайловича : Исторический очерк,1911.0,,,35 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,6-е изд.,На обл. номер изд.: № 54
323.0,"Сеткова А.П., Роковой клад : Повесть / [Соч.] А. Сетковой (Катенкамп). - 6-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений (на средства Изд. о-ва), 1903. - 67 с., 1 л. фронт. (ил.) ; 18 см. - (Народные чтения)",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Роковой клад : Повесть,1903.0,,1 ил.,67 с.,Санкт-Петербург ,На средства Изд. о-ва Постоян. комис. по устройству нар. чтений,6-е изд.,
324.0,"Швейцария : [Очерк]. - Санкт-Петербург : Постоян. комис. нар. чтений, [1911]. - 40 с. ; 18 см",География и путешествия,,,Швейцария : Очерк,1911.0,,,40 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
325.0,"Император Николай Первый. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1893. - 50 с., 1 л. портр. ; 18 см",Биография,,,Император Николай Первый,1893.0,,1 ил. портрет,50 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
326.0,"Сеткова А.П., На Смоленской дороге : Рассказ из войны 1812 г / [Соч.] А.П. Сетковой (Катенкамп). - 4-е изд. - Санкт-Петербург : изд. о-во Постоян. комис. по устройству нар. чтений, 1900. - 155 с. : ил. ; 18 см. - (Народные чтения)",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,На Смоленской дороге : Рассказ из войны 1812 г,1900.0,,ил. ,155 с.,Санкт-Петербург ," изд. о-во Постоян. комис. по устройству нар. чтений, ",4-е изд.,На обл. авт. не указан
327.0,"Сеткова А.П., На Смоленской дороге : Рассказ из войны 1812 г / [Соч.] А.П. Сетковой (Катенкамп). - 5-е изд. - Санкт-Петербург : изд. о-во Постоян. комис. по устройству нар. чтений, 1903. - 155 с. : ил. ; 18 см. - (Народные чтения)",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,На Смоленской дороге : Рассказ из войны 1812 г,1903.0,,ил. ,155 с.,Санкт-Петербург ," изд. о-во Постоян. комис. по устройству нар. чтений, ",5-е изд.,На обл. авт. не указан
328.0,"Яхонтов А. Н., Царствование императора Александра Первого Благословенного / Сост. А.Н. Яхонтов. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1890. - 48 с., 1 л. портр. ; 19 см",История,"Яхонтов, Александр Николаевич (1820-1890) ",,Царствование императора Александра Первого Благословенного : Ист. очерк,1890.0,,1 ил. портрет,48 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
329.0,"Мердер Н.И., Чистые сердца : Деревен. быль / [Соч.] Н. Северина [псевд.]. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1901. - 28 с., 1 л. фронт. (ил.) ; 19 см",Беллетристика,"Мердер, Надежда Ивановна (1839 или 1837-1906)",,Чистые сердца : Деревен. быль,1901.0,,1 ил.,28 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,
